길,street; road,"이 길로 가세요.","Please go this way.","Very basic noun"
출퇴근 시간,rush hour,"출퇴근 시간에는 길이 막힌다.","The roads are congested during rush hour.","Very common daily expression"
운전하다,to drive,"제가 운전할게요.","I’ll drive.","Basic verb"
통근자,commuter,"통근자가 많다.","There are many commuters.","Formal/neutral noun"
대중교통,public transport,"대중교통을 이용해요.","I use public transport.","Includes bus, subway, train"
돌다,to turn,"여기서 오른쪽으로 도세요.","Turn right here.","Used for directions"
운전자,driver,"운전자는 주의해야 한다.","Drivers must be careful.","Formal noun"
택시,taxi,"택시를 탔어요.","I took a taxi.","Everyday word"
통근하다,to commute,"서울로 통근해요.","I commute to Seoul.","Verb form of commuter"
승객,passenger,"승객이 내렸다.","The passenger got off.","Transport-related"
택시 승차장,taxi rank,"택시 승차장이 앞에 있어요.","The taxi rank is ahead.","Common sign term"
택시를 타다,to take a taxi,"비 와서 택시를 탔어요.","It was raining so I took a taxi.","Fixed expression"
보행자,pedestrian,"보행자를 조심하세요.","Watch out for pedestrians.","Traffic safety term"
방향,direction,"방향이 맞아요.","The direction is correct.","Navigation word"
지도,map,"지도를 봤어요.","I looked at the map.","Physical or digital"
교통,traffic,"교통이 복잡하다.","Traffic is heavy.","General term"
경로,route,"가장 빠른 경로예요.","This is the fastest route.","Used with navigation"
표지판,road sign,"표지판을 보세요.","Look at the sign.","Traffic signage"
교통 체증,traffic jam,"교통 체증이 심하다.","There is heavy traffic.","Very common phrase"
걷다,to walk,"집까지 걸어요.","I walk home.","Basic verb"
시간표,timetable; schedule,"시간표를 확인하세요.","Check the timetable.","Transport & school use"
길,street; road,"이 길로 가세요.","Please go this way.","Very basic noun"
출퇴근 시간,rush hour,"출퇴근 시간에는 길이 막힌다.","The roads are congested during rush hour.","Very common daily expression"
운전하다,to drive,"제가 운전할게요.","I’ll drive.","Basic verb"
통근자,commuter,"통근자가 많다.","There are many commuters.","Formal/neutral noun"
대중교통,public transport,"대중교통을 이용해요.","I use public transport.","Includes bus, subway, train"
돌다,to turn,"여기서 오른쪽으로 도세요.","Turn right here.","Used for directions"
운전자,driver,"운전자는 주의해야 한다.","Drivers must be careful.","Formal noun"
택시,taxi,"택시를 탔어요.","I took a taxi.","Everyday word"
통근하다,to commute,"서울로 통근해요.","I commute to Seoul.","Verb form of commuter"
승객,passenger,"승객이 내렸다.","The passenger got off.","Transport-related"
택시 승차장,taxi rank,"택시 승차장이 앞에 있어요.","The taxi rank is ahead.","Common sign term"
택시를 타다,to take a taxi,"비 와서 택시를 탔어요.","It was raining so I took a taxi.","Fixed expression"
보행자,pedestrian,"보행자를 조심하세요.","Watch out for pedestrians.","Traffic safety term"
방향,direction,"방향이 맞아요.","The direction is correct.","Navigation word"
지도,map,"지도를 봤어요.","I looked at the map.","Physical or digital"
교통,traffic,"교통이 복잡하다.","Traffic is heavy.","General term"
경로,route,"가장 빠른 경로예요.","This is the fastest route.","Used with navigation"
표지판,road sign,"표지판을 보세요.","Look at the sign.","Traffic signage"
교통 체증,traffic jam,"교통 체증이 심하다.","There is heavy traffic.","Very common phrase"
걷다,to walk,"집까지 걸어요.","I walk home.","Basic verb"
시간표,timetable; schedule,"시간표를 확인하세요.","Check the timetable.","Transport & school use"
운전석,driver’s seat,"운전석에 앉으세요.","Sit in the driver’s seat.","Interior"
조수석,passenger seat,"조수석에 앉았어요.","I sat in the passenger seat.","Interior"
뒷좌석,back seat,"뒷좌석이 편해요.","The back seat is comfortable.","Interior"
카시트,child seat,"아이를 카시트에 앉혔어요.","I seated the child in a car seat.","Safety-related"
엔진,engine,"엔진을 껐어요.","I turned off the engine.","Core car part"
선루프,sunroof,"선루프를 열었어요.","I opened the sunroof.","Feature"
배터리,battery,"배터리가 방전됐다.","The battery died.","Electric cars"
브레이크,brake,"브레이크를 밟아요.","Press the brake.","Control part"
액셀,accelerator,"액셀을 밟다.","Press the accelerator.","Spoken form"
에어컨,air conditioning,"에어컨을 켰어요.","I turned on the AC.","Very common"
기어 박스,gearbox,"기어 박스에 문제가 있어요.","There’s an issue with the gearbox.","Technical term"
연료 탱크,fuel tank,"연료 탱크가 비었다.","The fuel tank is empty.","Fuel-related"
계기판,dashboard,"계기판을 봤어요.","I checked the dashboard.","Displays info"
핸들,steering wheel,"핸들을 잡다.","Hold the steering wheel.","Very common spoken word"
트렁크,boot; trunk,"트렁크에 넣어요.","Put it in the trunk.","Storage"
바퀴,wheel,"바퀴가 빠졌다.","The wheel came off.","General"
앞유리,windscreen,"앞유리가 더럽다.","The windshield is dirty.","Exterior"
번호판,number plate,"번호판을 확인하세요.","Check the license plate.","Legal identifier"
주차하다,to park,"여기에 주차하세요.","Park here.","Very common verb"
후진하다,to reverse,"천천히 후진하세요.","Reverse slowly.","Driving instruction"
속도를 줄이다,to slow down,"속도를 줄이세요.","Slow down.","Safety phrase"
속도를 높이다,to speed up,"속도를 높였다.","I sped up.","Opposite of slow down"
멈추다,to stop,"차가 멈췄다.","The car stopped.","Basic verb"
시동을 걸다,to start the engine,"시동을 걸었어요.","I started the engine.","Fixed expression"
추월하다,to overtake,"앞차를 추월했다.","I overtook the car ahead.","Driving maneuver"
감속하다,to brake; decelerate,"차가 감속했다.","The car decelerated.","Formal term"
사이드 미러,wing mirror; side mirror,"사이드 미러를 확인하세요.","Check the side mirror.","British term: wing mirror"
전조등,headlight,"전조등을 켰어요.","I turned on the headlights.","Used at night or rain"
방향 지시등,indicator; turn signal,"방향 지시등을 켜세요.","Turn on the indicator.","Essential driving signal"
모퉁이,corner,"모퉁이를 돌다.","Turn the corner.","Used in directions"
주차권 발매기,parking meter; ticket machine,"주차권 발매기에서 표를 샀어요.","I bought a ticket from the parking meter.","Street parking"
충전소,charging point,"전기차 충전소가 있어요.","There is an EV charging point.","Electric vehicles"
출구,exit,"출구로 나가세요.","Please go to the exit.","Road & building use"
운전면허증,driving licence,"운전면허증이 필요해요.","You need a driving licence.","Legal document"
다리,bridge,"다리를 건넜어요.","I crossed the bridge.","Infrastructure"
진입로,slip road; access road,"고속도로 진입로예요.","This is the motorway slip road.","UK usage"
차량 일시 대피소,lay-by,"차량을 대피소에 세웠어요.","I pulled into a lay-by.","British road term"
제한 속도,speed limit,"제한 속도를 지키세요.","Observe the speed limit.","Traffic law"
우회로,diversion,"우회로로 가세요.","Please take the diversion.","Used during roadworks"
도로 공사,roadworks,"도로 공사 중이에요.","Roadworks are underway.","Temporary traffic change"
분기점,junction,"다음 분기점에서 좌회전하세요.","Turn left at the next junction.","Navigation term"
연석,kerb,"연석에 차를 댔다.","I parked by the kerb.","UK spelling"
차선,lane,"차선을 바꾸다.","Change lanes.","Road marking"
구덩이,pothole,"구덩이를 피하세요.","Avoid the pothole.","Road damage"
고속 도로,motorway; highway,"고속 도로로 들어갔어요.","I entered the motorway.","UK: motorway / US: highway"
신호등,traffic lights,"신호등이 빨간불이다.","The traffic light is red.","Traffic control"
주차 공간,parking space,"주차 공간이 없어요.","There is no parking space.","Common issue"
속도 감시 카메라,speed camera,"속도 감시 카메라가 있어요.","There is a speed camera.","Traffic enforcement"
주차 단속원,traffic warden,"주차 단속원이 왔다.","A traffic warden arrived.","Parking enforcement"
인도,pavement; sidewalk,"인도로 걸어가세요.","Walk on the pavement.","UK/US difference"
터널,tunnel,"터널을 지나다.","Go through the tunnel.","Infrastructure"
횡단보도,zebra crossing; crosswalk,"횡단보도에서 멈추세요.","Stop at the crosswalk.","Pedestrian safety"
주차장,car park; parking lot,"주차장에 세웠어요.","I parked in the car park.","UK/US difference"
세차장,car wash,"세차장에 갔어요.","I went to the car wash.","Car maintenance"
주유기,fuel pump,"주유기를 사용하다.","Use the fuel pump.","Petrol station equipment"
주유소,petrol station; gas station,"주유소에 들렀어요.","I stopped at the gas station.","UK/US difference"
톨게이트,toll point; toll gate,"톨게이트를 지났다.","I passed the toll gate.","Highway fee"
사고,accident,"사고가 났어요.","An accident happened.","General term"
고장나다,to break down,"차가 고장났다.","The car broke down.","Very common"
타이어 펑크,flat tyre,"타이어가 펑크 났어요.","I got a flat tyre.","UK spelling"
충돌 사고,collision,"충돌 사고가 있었다.","There was a collision.","Formal report term"
정비공,mechanic,"정비공에게 맡겼어요.","I left it with the mechanic.","Car repair"
자동차 보험,car insurance,"자동차 보험이 있어요.","I have car insurance.","Legal requirement"
사고를 당하다,to have an accident,"사고를 당했어요.","I had an accident.","Fixed expression"
견인차,tow truck,"견인차를 불렀어요.","I called a tow truck.","Breakdown help"
수리하다,to repair,"차를 수리하다.","Repair the car.","Basic verb"
타이어를 교체하다,to change a tyre,"타이어를 교체했어요.","I changed a tyre.","Emergency skill"
에어백,airbag,"에어백이 터졌다.","The airbag deployed.","Safety device"
잭,jack,"잭으로 차를 들다.","Lift the car with a jack.","Tool"
스페어타이어,spare wheel,"스페어타이어가 있어요.","There is a spare wheel.","Emergency equipment"
부동액,antifreeze,"부동액을 넣다.","Add antifreeze.","Cold weather"
부스터 케이블,jump leads,"부스터 케이블을 연결하다.","Connect the jump leads.","British term"
안전 삼각대,warning triangle,"안전 삼각대를 세웠어요.","I set up the warning triangle.","Breakdown safety"
정비소,garage; repair shop,"정비소에 갔어요.","I went to the garage.","UK usage"
버스 전용 차선,bus lane,"버스 전용 차선이에요.","This is a bus lane.","Restricted lane"
요금,fare,"요금이 얼마예요?","How much is the fare?","Public transport"
버스를 잡아타다,to catch the bus,"버스를 잡아탔어요.","I caught the bus.","Very common phrase"
버스 정기권,bus pass,"버스 정기권이 있어요.","I have a bus pass.","Discount travel"
할인,concession; discount,"학생 할인 있어요.","There is a student concession.","Tickets & fares"
버스 터미널,bus station; terminal,"버스 터미널에 도착했다.","I arrived at the bus terminal.","Intercity travel"
셔틀버스,shuttle bus,"셔틀버스를 타세요.","Take the shuttle bus.","Airport/hotel use"
대형 버스,coach,"관광버스를 탔다.","We took a coach.","Long-distance"
버스 정류장,bus stop,"정류장에서 기다리세요.","Wait at the bus stop.","Daily transport"
스쿨버스,school bus,"스쿨버스가 왔다.","The school bus arrived.","Children transport"
소형 버스,minibus,"소형 버스를 탔다.","We took a minibus.","Small group travel"
전조등,headlight,"전조등을 켜세요.","Turn on the headlight.","Motorbike & bicycle"
헬멧,helmet,"헬멧을 꼭 쓰세요.","Always wear a helmet.","Safety gear"
흙받기,mudguard,"흙받기가 더러워졌어요.","The mudguard got dirty.","Bike part"
헬멧 카메라,helmet cam,"헬멧 카메라를 달았어요.","I attached a helmet cam.","Action camera"
받침다리,kickstand,"받침다리를 세우다.","Put the kickstand down.","Parking support"
가죽 장갑,leather gloves,"가죽 장갑을 꼈어요.","I put on leather gloves.","Riding protection"
배기관,exhaust pipe,"배기관에서 연기가 나요.","Smoke is coming from the exhaust pipe.","Motorbike part"
가죽 점퍼,leather jacket,"가죽 점퍼를 입었어요.","I’m wearing a leather jacket.","Rider clothing"
부츠,boots,"부츠를 신다.","Wear boots.","Foot protection"
오토바이,motorbike; motorcycle,"오토바이를 타요.","I ride a motorbike.","UK/US difference"
자전거 타는 사람,cyclist,"자전거 타는 사람이 많아요.","There are many cyclists.","General term"
로드 바이크,road bike,"로드 바이크를 샀어요.","I bought a road bike.","Type of bicycle"
산악 자전거,mountain bike,"산악 자전거를 타요.","I ride a mountain bike.","Off-road"
오토바이 타는 사람,motorcyclist,"그는 오토바이 타는 사람이에요.","He is a motorcyclist.","Rider"
모페드,moped,"모페드를 빌렸어요.","I rented a moped.","Small engine"
스쿠터,scooter,"스쿠터로 출근해요.","I commute by scooter.","Urban transport"
연료 탱크,fuel tank,"연료 탱크가 비었어요.","The fuel tank is empty.","Vehicle part"
핸들,handlebars,"핸들을 꽉 잡다.","Hold the handlebars tightly.","Bike & motorbike"
대여,rental; hire,"자전거 대여를 했어요.","I rented a bicycle.","Service"
대여소,rental place; hire shop,"대여소가 어디예요?","Where is the rental place?","Location"
자전거 거치대,bike stand,"자전거 거치대에 세우세요.","Park it at the bike stand.","Parking"
유아 안장,child seat,"유아 안장이 있어요.","There is a child seat.","For children"
자전거 도로,cycle lane; bike path,"자전거 도로를 이용하세요.","Use the cycle lane.","Traffic rule"
자전거를 타다,to cycle; ride a bike,"자전거를 타요.","I ride a bike.","Basic verb"
벨,bell,"벨을 울리다.","Ring the bell.","Warning sound"
공기 펌프,pump,"공기 펌프로 바람을 넣다.","Inflate with a pump.","Maintenance"
자전거 자물쇠,bike lock,"자전거 자물쇠를 채우다.","Lock the bike.","Security"
후미등,rear light; reflector,"후미등을 켜세요.","Turn on the rear light.","Visibility"
페달,pedal,"페달을 밟다.","Press the pedal.","Cycling motion"
기어,gears,"기어를 바꾸다.","Change gears.","Mechanism"
체인,chain,"체인이 빠졌다.","The chain came off.","Common issue"
브레이크,brake,"브레이크를 잡다.","Apply the brake.","Safety"
안장,saddle; seat,"안장이 편해요.","The saddle is comfortable.","Bike seat"
바퀴,wheel,"바퀴가 돌아가요.","The wheel is spinning.","Basic part"
타이어,tyre; tire,"타이어 공기가 빠졌어요.","The tyre lost air.","UK/US difference"
여객 열차,passenger train,"여객 열차를 탔다.","I took a passenger train.","Non-freight"
화물 열차,freight train,"화물 열차가 지나간다.","A freight train is passing.","Goods transport"
객차,coach; carriage,"객차에 탔다.","I got into the carriage.","UK usage"
기관차,locomotive,"기관차가 앞에 있다.","The locomotive is at the front.","Train engine"
선로,track; rail,"선로를 건너면 안 돼요.","Do not cross the tracks.","Safety"
승강장,platform,"3번 승강장이에요.","It’s platform 3.","Station term"
환승하다,to change trains,"기차를 환승하다.","Change trains.","Travel verb"
식당칸,restaurant car,"식당칸에서 식사해요.","Eat in the restaurant car.","Long-distance trains"
출발 안내판,departure board,"출발 안내판을 확인하다.","Check the departure board.","Station info"
개찰구,ticket barrier; gate,"개찰구를 통과하다.","Pass the ticket gate.","Ticket check"
표 판매기,ticket machine,"표 판매기에서 샀어요.","I bought it from the machine.","Self-service"
매표소,ticket office,"매표소가 닫혔어요.","The ticket office is closed.","Staffed counter"
기차역,train station,"기차역에 도착했어요.","I arrived at the station.","Transport hub"
고속열차,high-speed train,"KTX는 고속열차예요.","KTX is a high-speed train.","Korea-specific"
항공사,airline,"항공사를 선택하다.","Choose an airline.","Company"
항공편,flight,"항공편이 지연됐어요.","The flight was delayed.","Travel term"
도착/출발,arrivals/departures,"도착 안내를 보다.","Check arrivals.","Airport signage"
보안,security,"보안 검색을 받다.","Go through security.","Airport process"
출입국 심사대,passport control,"출입국 심사대에 서다.","Line up at passport control.","Immigration"
세관,customs,"세관을 통과하다.","Pass through customs.","Arrival step"
좌석 통로,aisle,"통로 쪽 좌석이에요.","It’s an aisle seat.","Seat type"
안전벨트,seatbelt,"안전벨트를 매세요.","Fasten your seatbelt.","Safety rule"
간이 탁자,tray table,"간이 탁자를 내리다.","Lower the tray table.","Seat feature"
휴대 수하물,hand luggage,"휴대 수하물이 있어요.","I have hand luggage.","Carry-on"
위탁 수하물,checked baggage,"위탁 수하물을 부치다.","Check in baggage.","Checked luggage"
기내 수하물,cabin baggage,"기내 수하물만 있어요.","I only have cabin baggage.","Carry-on"
초과 수하물,excess baggage,"초과 수하물 요금이 있어요.","There is an excess baggage fee.","Extra charge"
승무원,cabin crew,"승무원이 도와줬어요.","The cabin crew helped me.","Flight staff"
날개,wing,"비행기 날개가 커요.","The plane’s wings are big.","Aircraft part"
엔진,engine,"엔진 소리가 커요.","The engine is loud.","Aircraft part"
연결 항공편,connecting flight,"연결 항공편을 타야 해요.","I have to take a connecting flight.","Transfer flight"
기내,cabin,"기내가 조용해요.","The cabin is quiet.","Inside aircraft"
기내 수하물,hand luggage; cabin baggage,"기내 수하물만 있어요.","I only have hand luggage.","Carry-on"
수하물 카트,luggage trolley,"수하물 카트를 사용하세요.","Use a luggage trolley.","Airport equipment"
탑승 수속 창구,check-in desk,"탑승 수속 창구에 가세요.","Go to the check-in desk.","Before security"
여권,passport,"여권을 보여 주세요.","Please show your passport.","Travel document"
조종석,cockpit,"조종석은 앞에 있어요.","The cockpit is at the front.","Pilot area"
조종사,pilot,"조종사가 안내합니다.","The pilot will make an announcement.","Flight crew"
면세점,duty-free shop,"면세점에서 쇼핑했어요.","I shopped at the duty-free shop.","After security"
활주로,runway,"비행기가 활주로에 있어요.","The plane is on the runway.","Takeoff/landing"
큰 손가방,holdall,"큰 손가방을 들고 왔어요.","I brought a holdall.","Soft travel bag"
여행 가방,suitcase,"여행 가방을 부치다.","Check in a suitcase.","Common luggage"
안내판,information board,"안내판을 확인하세요.","Check the information board.","Flight info"
터미널,terminal,"2번 터미널이에요.","It’s Terminal 2.","Airport building"
시차로 인한 피로,jet lag,"시차로 인한 피로가 있어요.","I have jet lag.","Time difference"
탑승 수속하다,to check in,"온라인으로 탑승 수속했어요.","I checked in online.","Verb phrase"
항공기,aeroplane; aircraft,"항공기가 출발해요.","The aircraft is departing.","Formal term"
공항,airport,"공항에 도착했어요.","I arrived at the airport.","Travel hub"
수하물 찾는 곳,baggage reclaim,"수하물 찾는 곳은 어디예요?","Where is baggage reclaim?","Arrival area"
탑승권,boarding card; boarding pass,"탑승권을 보여 주세요.","Please show your boarding pass.","UK/US difference"
연결 항공편,connecting flight,"연결 항공편을 타야 해요.","I have to take a connecting flight.","Transfer flight"
기내,cabin,"기내가 조용해요.","The cabin is quiet.","Inside aircraft"
기내 수하물,hand luggage; cabin baggage,"기내 수하물만 있어요.","I only have hand luggage.","Carry-on"
수하물 카트,luggage trolley,"수하물 카트를 사용하세요.","Use a luggage trolley.","Airport equipment"
탑승 수속 창구,check-in desk,"탑승 수속 창구에 가세요.","Go to the check-in desk.","Before security"
여권,passport,"여권을 보여 주세요.","Please show your passport.","Travel document"
조종석,cockpit,"조종석은 앞에 있어요.","The cockpit is at the front.","Pilot area"
조종사,pilot,"조종사가 안내합니다.","The pilot will make an announcement.","Flight crew"
면세점,duty-free shop,"면세점에서 쇼핑했어요.","I shopped at the duty-free shop.","After security"
활주로,runway,"비행기가 활주로에 있어요.","The plane is on the runway.","Takeoff/landing"
큰 손가방,holdall,"큰 손가방을 들고 왔어요.","I brought a holdall.","Soft travel bag"
여행 가방,suitcase,"여행 가방을 부치다.","Check in a suitcase.","Common luggage"
안내판,information board,"안내판을 확인하세요.","Check the information board.","Flight info"
터미널,terminal,"2번 터미널이에요.","It’s Terminal 2.","Airport building"
시차로 인한 피로,jet lag,"시차로 인한 피로가 있어요.","I have jet lag.","Time difference"
탑승 수속하다,to check in,"온라인으로 탑승 수속했어요.","I checked in online.","Verb phrase"
항공기,aeroplane; aircraft,"항공기가 출발해요.","The aircraft is departing.","Formal term"
공항,airport,"공항에 도착했어요.","I arrived at the airport.","Travel hub"
수하물 찾는 곳,baggage reclaim,"수하물 찾는 곳은 어디예요?","Where is baggage reclaim?","Arrival area"
탑승권,boarding card; boarding pass,"탑승권을 보여 주세요.","Please show your boarding pass.","UK/US difference"
운하선,canal boat,"운하선을 탔어요.","I took a canal boat.","Slow travel"
정기선,liner,"정기선이 운항해요.","The liner is in service.","Scheduled ship"
투망어선,trawler,"투망어선이 돌아왔어요.","The trawler returned.","Fishing boat"
고무 보트,inflatable dinghy,"고무 보트를 탔어요.","We rode an inflatable dinghy.","Small boat"
돛단배,sailing boat,"돛단배가 바람을 받아요.","The sailing boat catches the wind.","Sail-powered"
요트,yacht,"요트를 빌렸어요.","I rented a yacht.","Leisure boat"
